	Ensembl_ID	Gene	Description	Chromosome_Name	Start_Position	End_Position	Strand	Gene_GC_Percent	Biotype	RefSeq_ID	Unigene_ID	Entrez_ID
ENSG00000006062	ENSG00000006062	MAP3K14	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]	17	45263121	45317040	-1	49.97	protein_coding	NM_003954, 	Hs.404183	9020
ENSG00000006071	ENSG00000006071	ABCC8	ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]	11	17392885	17476845	-1	50	protein_coding	, NM_001351297, NM_000352, NM_001351296, NM_001287174	Hs.54470	6833
ENSG00000006116	ENSG00000006116	CACNG3	calcium voltage-gated channel auxiliary subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:1407]	16	24255553	24362801	1	44.54	protein_coding	NM_006539		10368
ENSG00000006118	ENSG00000006118	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	11	60924463	60937159	1	58.71	protein_coding	, NM_017870, NM_178031	Hs.118552, Hs.708843	54972
ENSG00000006125	ENSG00000006125	AP2B1	adaptor related protein complex 2 beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:563]	17	35578046	35726409	1	39.93	protein_coding	, NM_001030006, NM_001282		163
ENSG00000006128	ENSG00000006128	TAC1	tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]	7	97731908	97740472	1	39.8	protein_coding	NM_003182, NM_013996, NM_013997, NM_013998, 	Hs.2563	6863
ENSG00000006194	ENSG00000006194	ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	16	3263800	3301401	1	47.09	protein_coding	, NM_005741	Hs.161287	10127
ENSG00000006210	ENSG00000006210	CX3CL1	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	16	57372458	57385048	1	53.7	protein_coding	NM_001304392, NM_002996, 	Hs.531668	6376
ENSG00000006282	ENSG00000006282	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	17	50543058	50555852	1	57.05	protein_coding	, NM_001258373, NM_022827, NM_001258372	Hs.103147	64847
ENSG00000006283	ENSG00000006283	CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	17	50561068	50627474	1	56.83	protein_coding	NM_001256332, NM_198382, NM_198387, NM_198388, NM_001256334, NM_198376, , NM_198383, NM_198378, NM_001256360, NM_001256361, NM_001256330, NM_001256331, NM_001256329, NM_001256359, NM_198385, NM_001256326, NM_001256327, NM_198379, NM_198384, NM_001256328, NM_198380, NM_001256325, NM_001256333, NM_001256324, NM_198386, NM_018896, NM_198377, NM_198396	Hs.591169	8913
ENSG00000006327	ENSG00000006327	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	16	3018445	3022383	1	60.12	protein_coding	, NM_016639		51330
ENSG00000006377	ENSG00000006377	DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	7	97005548	97011039	1	49.51	protein_coding	NM_005222, 		1750
ENSG00000006432	ENSG00000006432	MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	14	70722526	70809534	-1	44.98	protein_coding	NM_001284230, NM_033141, NM_001284232, , NM_001284231		4293
ENSG00000006451	ENSG00000006451	RALA	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]	7	39623483	39708124	1	39.69	protein_coding	NM_005402, 	Hs.6906	5898
ENSG00000006453	ENSG00000006453	BAIAP2L1	BAI1 associated protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	7	98291651	98401068	-1	46.77	protein_coding	NM_018842, 	Hs.656063	55971
ENSG00000006459	ENSG00000006459	KDM7A	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	7	140084746	140177035	-1	39.18	protein_coding	NM_030647, 	Hs.308710	80853
ENSG00000006468	ENSG00000006468	ETV1	ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]	7	13891228	13991425	-1	36.3	protein_coding	NM_004956, NM_001163147, , NM_001163150, NM_001163149, NM_001163151, NM_001163148, NM_001163152	Hs.22634	2115
ENSG00000006530	ENSG00000006530	AGK	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]	7	141551189	141655244	1	39.59	protein_coding	NM_018238, 		55750
ENSG00000006534	ENSG00000006534	ALDH3B1	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	11	68008578	68029282	1	58.4	protein_coding	NM_001161473, , NM_000694, NM_001030010, NM_001290058, NM_001290059	Hs.523841	221
ENSG00000006555	ENSG00000006555	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	1	54779712	54801267	-1	52.26	protein_coding	NM_001114108, , NM_017904	Hs.16230	55001
ENSG00000006576	ENSG00000006576	PHTF2	putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]	7	77798792	77957503	1	37.65	protein_coding	, NM_001127358, NM_020432, NM_001127360, NM_001127359, NM_001127357	Hs.203965	57157
ENSG00000006606	ENSG00000006606	CCL26	C-C motif chemokine ligand 26 [Source:HGNC Symbol;Acc:HGNC:10625]	7	75769533	75789896	-1	48.09	protein_coding	, NM_006072		10344
ENSG00000006607	ENSG00000006607	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]	2	241356243	241494841	1	45.6	protein_coding	NM_014808, NM_001282984, , NM_001282983	Hs.726316	9855
ENSG00000006611	ENSG00000006611	USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]	11	17493895	17544416	-1	51.78	protein_coding	, NM_005709, NM_001297764, NM_153676		10083
ENSG00000006625	ENSG00000006625	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	7	30496621	30504844	-1	40.55	protein_coding	, NM_024051, NM_001199817, NM_001199815, NM_001199816		79017
ENSG00000006634	ENSG00000006634	DBF4	DBF4 zinc finger [Source:HGNC Symbol;Acc:HGNC:17364]	7	87876216	87909541	1	36.72	protein_coding	, NM_001318060, NM_006716, NM_001318061, NM_001318062	Hs.485380	10926
ENSG00000006638	ENSG00000006638	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	19	3594506	3606840	-1	55.77	protein_coding	NM_001060, NM_201636, 	Hs.442530	6915
ENSG00000006652	ENSG00000006652	IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	7	112422968	112481017	1	39.45	protein_coding	, NM_001007245, NM_001550, NM_001197080, NM_001197079	Hs.744747	3475
ENSG00000006659	ENSG00000006659	LGALS14	galectin 14 [Source:HGNC Symbol;Acc:HGNC:30054]	19	39704306	39709444	1	45.3	protein_coding	NM_020129, NM_203471, 		56891
ENSG00000006695	ENSG00000006695	COX10	COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]	17	14069496	14208677	1	38.47	protein_coding	, NM_001303	Hs.462278	1352
ENSG00000006704	ENSG00000006704	GTF2IRD1	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	7	74453790	74602604	1	52.72	protein_coding	NM_016328, NM_001199207, NM_005685, 	Hs.647056	9569
ENSG00000006712	ENSG00000006712	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]	19	39385852	39391195	-1	52.73	protein_coding	NM_019088, NM_001256826, 		54623
ENSG00000006715	ENSG00000006715	VPS41	VPS41, HOPS complex subunit [Source:HGNC Symbol;Acc:HGNC:12713]	7	38722963	38932394	-1	38.35	protein_coding	NM_014396, NM_080631, 		27072
ENSG00000006740	ENSG00000006740	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	17	12789539	12991643	1	42.68	protein_coding	NM_001321167, NM_014859, NM_001321168, NM_001321164, NM_001321166, 	Hs.499758	9912
ENSG00000006744	ENSG00000006744	ELAC2	elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]	17	12992391	13018187	-1	48.08	protein_coding	, NM_173717, NM_018127, NM_001165962		60528
ENSG00000006747	ENSG00000006747	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	7	12570577	12660179	1	38.46	protein_coding	, NM_001112706, NM_033128		85477
ENSG00000006756	ENSG00000006756	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	X	2903970	2929351	-1	48.88	protein_coding	NM_001669, , NM_009589	Hs.528631	414
ENSG00000006757	ENSG00000006757	PNPLA4	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	X	7898247	7927739	-1	40.45	protein_coding	NM_004650, , NM_001172672, NM_001142389		8228
ENSG00000006788	ENSG00000006788	MYH13	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]	17	10300865	10373130	-1	45.88	protein_coding	, NM_003802	Hs.711142	8735
ENSG00000006831	ENSG00000006831	ADIPOR2	adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]	12	1688574	1788678	1	39.4	protein_coding	, NM_024551	Hs.371642, Hs.735430	79602
ENSG00000006837	ENSG00000006837	CDKL3	cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	5	134286350	134371047	-1	40.16	protein_coding	, NM_001113575, NM_001300853, NM_016508	Hs.719926	51265
ENSG00000007001	ENSG00000007001	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	2	157876702	158136154	1	40.24	protein_coding	NM_001135098, , NM_173355	Hs.128427	151531
ENSG00000007038	ENSG00000007038	PRSS21	protease, serine 21 [Source:HGNC Symbol;Acc:HGNC:9485]	16	2817180	2826304	1	55.65	protein_coding	NM_144956, NM_006799, NM_001270452, NM_144957, 		10942
ENSG00000007047	ENSG00000007047	MARK4	microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]	19	45079288	45305283	1	53.57	protein_coding	, NM_001199867, NM_031417	Hs.34314	57787
ENSG00000007062	ENSG00000007062	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	4	15963076	16084378	-1	43.17	protein_coding	, NM_001145848, NM_001145847, NM_006017, NM_001145849, NM_001145851, NM_001145850, NM_001145852	Hs.614734, Hs.736099	8842
ENSG00000007080	ENSG00000007080	CCDC124	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	19	17933016	17943991	1	55.84	protein_coding	NM_001136203, , NM_138442		115098
ENSG00000007129	ENSG00000007129	CEACAM21	carcinoembryonic antigen related cell adhesion molecule 21 [Source:HGNC Symbol;Acc:HGNC:28834]	19	41549518	41586844	1	44.66	protein_coding	, NM_001288773, NM_001290113, NM_033543, NM_001098506	Hs.655885	90273
ENSG00000007168	ENSG00000007168	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	17	2593210	2685615	1	42.4	protein_coding	, NM_000430	Hs.77318	5048
ENSG00000007171	ENSG00000007171	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	17	27756766	27800499	-1	51.36	protein_coding	NM_000625, 	Hs.709191	4843
ENSG00000007174	ENSG00000007174	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	17	11598431	11969748	1	42.63	protein_coding	NM_001372, , NM_004662	Hs.567259	1770
ENSG00000007202	ENSG00000007202	KIAA0100	KIAA0100 [Source:HGNC Symbol;Acc:HGNC:28960]	17	28614440	28645454	-1	46.75	protein_coding	NM_001321560, NM_014680, 	Hs.151761	9703
ENSG00000007216	ENSG00000007216	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	17	28473293	28497781	1	52.55	protein_coding	NM_001145975, NM_003984, , NM_001346683, NM_001346684		9058
ENSG00000007237	ENSG00000007237	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	17	9910609	10198551	-1	47.97	protein_coding	NM_001130831, , NM_201433, NM_201432, NM_003644	Hs.462214	8522
ENSG00000007255	ENSG00000007255	TRAPPC6A	trafficking protein particle complex 6A [Source:HGNC Symbol;Acc:HGNC:23069]	19	45162928	45178237	-1	56.86	protein_coding	NM_024108, NM_001270893, NM_001270891, NM_001270892, 		79090
ENSG00000007264	ENSG00000007264	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	19	3777970	3802129	-1	54.4	protein_coding	NM_139354, NM_139355, , NM_002378	Hs.631845	4145
ENSG00000007306	ENSG00000007306	CEACAM7	carcinoembryonic antigen related cell adhesion molecule 7 [Source:HGNC Symbol;Acc:HGNC:1819]	19	41673307	41706976	-1	47.86	protein_coding	NM_001291485, NM_006890, 	Hs.74466	1087
ENSG00000007312	ENSG00000007312	CD79B	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]	17	63928740	63932354	-1	60.69	protein_coding	NM_001039933, NM_000626, NM_021602, 	Hs.89575	974
ENSG00000007314	ENSG00000007314	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	17	63938554	63972918	-1	56.1	protein_coding	NM_000334, 	Hs.46038	6329
ENSG00000007341	ENSG00000007341	ST7L	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	1	112523518	112620825	-1	39.05	protein_coding	, NM_138728, NM_017744, NM_138727, NM_001308264, NM_138729	Hs.201921	54879
ENSG00000007350	ENSG00000007350	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	X	154295671	154330350	1	48.34	protein_coding	NM_012253, NM_001145933, , NM_001145934	Hs.102866	8277
ENSG00000007372	ENSG00000007372	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	11	31784779	31818062	-1	49.72	protein_coding	, NM_000280, NM_001258464, NM_001604, NM_001258465, NM_001258462, NM_001258463, NM_001310158, NM_001127612, NM_001310160, NM_001310161, NM_001310159	Hs.270303	5080
ENSG00000007376	ENSG00000007376	RPUSD1	RNA pseudouridylate synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	16	784974	788397	-1	67.17	protein_coding	, NM_058192, NM_001324410, NM_001324086, NM_001324411, NM_001324413, NM_001324412, NM_001324415, NM_001324414	Hs.101742	113000
ENSG00000007384	ENSG00000007384	RHBDF1	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]	16	58059	76355	-1	61.15	protein_coding	NM_022450, 		64285
ENSG00000007392	ENSG00000007392	LUC7L	LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]	16	188969	229463	-1	47.33	protein_coding	, NM_201412, NM_018032, NM_001320226, NM_001330420	Hs.16803	55692
ENSG00000007402	ENSG00000007402	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	3	50362799	50504244	-1	56.52	protein_coding	, NM_001005505, NM_001291101, NM_006030, NM_001174051	Hs.476273	9254
ENSG00000007516	ENSG00000007516	BAIAP3	BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	16	1333601	1349441	1	65.72	protein_coding	NM_001199097, , NM_001286464, NM_001199098, NM_001199099, NM_003933, NM_001199096	Hs.458427	8938
ENSG00000007520	ENSG00000007520	TSR3	TSR3, acp transferase ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]	16	1349240	1351911	-1	62.57	protein_coding	NM_001001410, 	Hs.134846	115939
ENSG00000007541	ENSG00000007541	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135]	16	566995	584136	1	64.36	protein_coding	, NM_004204, NM_148920	Hs.744949	9091
ENSG00000007545	ENSG00000007545	CRAMP1	cramped chromatin regulator homolog 1 [Source:HGNC Symbol;Acc:HGNC:14122]	16	1612325	1677908	1	53.11	protein_coding	, NM_020825	Hs.603676	57585
ENSG00000007866	ENSG00000007866	TEAD3	TEA domain transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11716]	6	35473597	35497076	-1	56.75	protein_coding	, NM_003214		7005
ENSG00000007908	ENSG00000007908	SELE	selectin E [Source:HGNC Symbol;Acc:HGNC:10718]	1	169722641	169764705	-1	39.37	protein_coding	, NM_000450	Hs.82848	6401
ENSG00000007923	ENSG00000007923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]	1	6634168	6701924	-1	46.6	protein_coding	, NM_018198	Hs.462640	55735
ENSG00000007933	ENSG00000007933	FMO3	flavin containing monooxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	1	171090877	171117819	1	36.5	protein_coding	NM_006894, NM_001319173, NM_001002294, NM_001319174, 	Hs.445350	2328
ENSG00000007944	ENSG00000007944	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]	6	16129125	16148248	1	40.19	protein_coding	NM_013262, 		29116
ENSG00000007952	ENSG00000007952	NOX1	NADPH oxidase 1 [Source:HGNC Symbol;Acc:HGNC:7889]	X	100843324	100874345	-1	41.14	protein_coding	NM_007052, NM_013955, , NM_001271815		27035
ENSG00000007968	ENSG00000007968	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	1	23506430	23531220	-1	51.66	protein_coding	NM_004091, 	Hs.194333	1870
ENSG00000008018	ENSG00000008018	PSMB1	proteasome subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	6	170535117	170553341	-1	39.81	protein_coding	NM_002793, 		5689
ENSG00000008056	ENSG00000008056	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	X	47571898	47619943	-1	47.81	protein_coding	, NM_133499, NM_006950	Hs.225936	6853
ENSG00000008083	ENSG00000008083	JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]	6	15246296	15522040	1	43.92	protein_coding	NM_004973, , NM_001267040	Hs.269059	3720
ENSG00000008086	ENSG00000008086	CDKL5	cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]	X	18425583	18653629	1	40.21	protein_coding	NM_003159, , NM_001037343, NM_001323289	Hs.659851	6792
ENSG00000008118	ENSG00000008118	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	1	209583717	209613938	1	47.01	protein_coding	, NM_020439	Hs.199068	57172
ENSG00000008128	ENSG00000008128	CDK11A	cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]	1	1702730	1724324	-1	51.99	protein_coding	, NM_024011, NM_001313982, NM_033529, NM_001313896		728642
ENSG00000008130	ENSG00000008130	NADK	NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]	1	1751232	1780457	-1	53.7	protein_coding	NM_023018, NM_001198993, NM_001198994, NM_001198995, 	Hs.654792	65220
ENSG00000008196	ENSG00000008196	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	6	50818723	50847613	1	44.14	protein_coding	, NM_003221	Hs.33102	7021
ENSG00000008197	ENSG00000008197	TFAP2D	transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]	6	50713828	50772988	1	37.24	protein_coding	NM_172238, 		83741
ENSG00000008226	ENSG00000008226	DLEC1	deleted in lung and esophageal cancer 1 [Source:HGNC Symbol;Acc:HGNC:2899]	3	38039205	38124025	1	48.5	protein_coding	, NM_001321153, NM_007335, NM_007337		9940
ENSG00000008256	ENSG00000008256	CYTH3	cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]	7	6161776	6272644	-1	44.78	protein_coding	NM_004227, 	Hs.487479	9265
ENSG00000008277	ENSG00000008277	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	7	87934143	88202889	1	37.29	protein_coding	NM_016351, NM_001324417, NM_021723, NM_001324420, NM_001324421, , NM_004194, NM_021721, NM_001324419, NM_021722, NM_001324418	Hs.730222	53616
ENSG00000008282	ENSG00000008282	SYPL1	synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]	7	106090503	106112576	-1	38.18	protein_coding	NM_182715, NM_006754, 		6856
ENSG00000008283	ENSG00000008283	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	17	63432304	63446378	-1	57.41	protein_coding	NM_001017917, NM_001915, , NM_001330421, NM_001017916	Hs.355264	1534
ENSG00000008294	ENSG00000008294	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	17	50962174	51120865	-1	40	protein_coding	NM_001130528, , NM_001251971, NM_001130527, NM_003971	Hs.463439	9043
ENSG00000008300	ENSG00000008300	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]	3	48636469	48662915	-1	59.89	protein_coding	NM_001407, 	Hs.631926	1951
ENSG00000008311	ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]	7	122075647	122144280	-1	36.48	protein_coding	, NM_005763		10157
ENSG00000008323	ENSG00000008323	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	12	6310436	6328506	1	55.71	protein_coding	NM_018173, , NM_001144856, NM_001144857	Hs.631660	55200
ENSG00000008324	ENSG00000008324	SS18L2	SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]	3	42581840	42595114	1	47.77	protein_coding	NM_016305, 		51188
ENSG00000008382	ENSG00000008382	MPND	MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]	19	4343527	4360086	1	55.95	protein_coding	NM_032868, NM_001159846, NM_001300862, 	Hs.321689	84954
ENSG00000008394	ENSG00000008394	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	12	16347142	16609259	1	36.94	protein_coding	, NM_020300, NM_001260511, NM_001260512, NM_001267598, NM_145764, NM_145792, NM_145791	Hs.389700, Hs.680544	4257
ENSG00000008405	ENSG00000008405	CRY1	cryptochrome circadian clock 1 [Source:HGNC Symbol;Acc:HGNC:2384]	12	106991364	107093829	-1	37.62	protein_coding	NM_004075, 	Hs.151573	1407
ENSG00000008438	ENSG00000008438	PGLYRP1	peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]	19	46019153	46023065	-1	57.73	protein_coding	NM_005091		8993
ENSG00000008441	ENSG00000008441	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	19	12995608	13098796	1	55.28	protein_coding	NM_002501, , NM_001271044, NM_001271043		4784
ENSG00000008513	ENSG00000008513	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	8	133454848	133571940	-1	49.4	protein_coding	NM_173344, NM_003033, 	Hs.374257, Hs.736266	6482
ENSG00000008516	ENSG00000008516	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]	16	3046681	3060726	1	58.2	protein_coding	NM_022468, 	Hs.654979	64386
ENSG00000008517	ENSG00000008517	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	16	3065297	3082192	1	53.36	protein_coding	NM_001012718, NM_004221, NM_001012633, , NM_001012631, NM_001012635, NM_001012634, NM_001308078, NM_001012632, NM_001012636		9235
ENSG00000008710	ENSG00000008710	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]	16	2088710	2135898	-1	63.1	protein_coding	NM_001009944, NM_000296, 	Hs.75813	5310
